Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Sableye,88.6,302,dark,ghost,121,123.5,124,1853355,45.5,1499,Shadow Claw,Foul Play,Dazzling Gleam,5,7,5,75000
Moltres (Galarian),88.4,146,dark,flying,115.1,137.5,122,1930734,17.5,1493,Sucker Punch,Ancient Power,Brave Bird,7,8,20,100000
Annihilape (Shadow),88.1,979,fighting,ghost,123.9,106.3,137,1804832,17,1499,Counter,Rage Fist,Ice Punch,6,7,3,50000
Corsola (Galarian),88.1,222,ghost,none,99.6,162.1,139,2243153,46.5,1494,Astonish,Night Shade,Power Gem,5,5,3,50000
Dusknoir,87.9,477,ghost,none,119.8,172.9,90,1864291,23.5,1499,Astonish,Dynamic Punch,Shadow Punch,5,4,3,50000
Diggersby,87.7,660,normal,ground,96.3,141.2,171,2324733,48,1496,Quick Attack,Fire Punch,Scorching Sands,5,7,1,10000
Feraligatr,87.7,160,water,none,123.3,118,124,1803586,19.5,1493,Shadow Claw,Hydro Cannon,Ice Beam,5,7,3,10000
Primeape (Shadow),87.7,57,fighting,none,140.2,99.2,115,1598880,24.5,1497,Karate Chop,Rage Fist,Close Combat,4,5,3,50000
Emolga,87.6,587,electric,flying,127.9,111.4,123,1752744,39,1498,Thunder Shock,Acrobatics,Discharge,7,5,1,10000
Gastrodon,87.6,423,water,ground,114.4,102.5,167,1957876,24.5,1497,Mud Slap,Body Slam,Earth Power,4,6,3,50000
Golisopod,87.6,768,bug,water,125.2,133.6,107,1788916,17.5,1498,Shadow Claw,X-Scissor,Aqua Jet,5,5,1,10000
Weezing (Galarian) (Shadow),87.6,110,poison,fairy,118.4,138.9,115,1889997,24.5,1495,Fairy Wind,Sludge,Brutal Swing,5,4,3,50000
Clefable,87.4,36,fairy,none,117.2,111.5,146,1908090,23,1499,Fairy Wind,Moonblast,Swift,7,4,1,10000
Stunfisk,87.4,618,ground,electric,101.8,127.9,169,2200089,26.5,1497,Thunder Shock,Mud Bomb,Discharge,5,5,5,75000
Carbink,87.3,703,rock,fairy,84.9,247.9,126,2650835,50,1500,Rock Throw,Power Gem,Moonblast,10,12,5,75000
Furret,87.3,162,normal,none,116.1,105.4,158,1933854,34.5,1500,Sucker Punch,Swift,Trailblaze,5,7,1,10000
Drapion,87.2,452,poison,dark,118.5,136.5,117,1892269,23,1499,Poison Sting,Crunch,Aqua Tail,5,4,5,75000
Machamp (Shadow),87.2,68,fighting,none,136.4,97.2,124,1644073,17.5,1497,Karate Chop,Cross Chop,Stone Edge,4,7,3,50000
Azumarill,87.1,184,water,fairy,93.7,134.1,190,2387435,43.5,1498,Bubble,Ice Beam,Play Rough,5,6,3,50000
Lapras,87.1,131,water,ice,104.7,114,179,2135530,21.5,1497,Psywave,Sparkling Aria,Skull Bash,12,19,5,75000
Grumpig (Shadow),86.9,326,psychic,none,114.5,128.3,133,1953798,24,1498,Psywave,Dynamic Punch,Shadow Ball,12,14,1,10000
Marowak,86.9,105,ground,none,110.8,145,126,2025310,32,1500,Mud Slap,Bone Club,Rock Slide,4,5,3,50000
Jellicent,86.8,593,water,ghost,106.7,124.3,157,2082451,24,1490,Hex,Surf,Shadow Ball,4,5,3,50000
Thievul,86.7,828,dark,none,121.7,123.1,123,1842937,26.5,1498,Sucker Punch,Night Slash,Play Rough,5,9,1,10000
Togetic,86.7,176,fairy,flying,110.6,150,122,2023327,37,1496,Fairy Wind,Psyshock,Dazzling Gleam,5,7,3,50000
Runerigus,86.5,867,ground,ghost,112.2,168.3,106,2002086,25,1500,Shadow Claw,Rock Tomb,Shadow Ball,7,7,3,50000
Claydol,86.4,344,ground,psychic,102.7,173.3,121,2153472,28.5,1488,Mud Slap,Rock Tomb,Ice Beam,5,6,3,50000
Cradily,86.3,346,rock,grass,106.3,139,143,2111521,26,1498,Bullet Seed,Rock Tomb,Grass Knot,4,4,3,50000
Machamp,86.3,68,fighting,none,136.4,97.2,124,1644073,17.5,1497,Karate Chop,Cross Chop,Stone Edge,4,7,3,50000
Quagsire,86.3,195,water,ground,111.3,112,161,2005558,28.5,1494,Mud Shot,Aqua Tail,Stone Edge,5,7,3,50000
Marowak (Shadow),86.2,105,ground,none,110.8,145,126,2025310,32,1500,Mud Slap,Bone Club,Rock Slide,4,5,3,50000
Tinkaton,86.2,959,fairy,steel,107.3,136.3,143,2090037,25.5,1497,Fairy Wind,Play Rough,Bulldoze,7,5,3,75000
Greninja,86,658,water,dark,139.6,101.6,113,1602682,21,1497,Water Shuriken,Hydro Cannon,Night Slash,3,3,3,10000
Blastoise,85.9,9,water,none,111.5,140.7,127,1992357,22.5,1492,Rollout,Hydro Cannon,Skull Bash,4,6,3,10000
Dusclops,85.8,356,ghost,none,103.1,198.9,106,2173343,43,1498,Hex,Ice Punch,Shadow Punch,4,3,3,50000
Dusclops (Shadow),85.5,356,ghost,none,103.1,198.9,106,2173343,43,1498,Hex,Ice Punch,Shadow Punch,4,3,3,50000
Electrode (Hisuian),85.4,101,electric,grass,123.3,130.1,113,1812571,26,1495,Thunder Shock,Wild Charge,Swift,5,4,3,50000
Registeel,85.4,379,steel,none,95.5,189.6,130,2353244,23,1499,Lock On,Focus Blast,Zap Cannon,15,16,20,100000
Serperior,85.4,497,grass,none,110.2,143.6,128,2025814,25,1499,Vine Whip,Frenzy Plant,Aerial Ace,6,5,3,10000
Medicham,85.2,308,fighting,psychic,106.9,139.5,141,2102958,49,1500,Psycho Cut,Ice Punch,Dynamic Punch,5,5,3,50000
Talonflame,85.2,663,fire,flying,122.1,114.7,131,1834291,25.5,1499,Incinerate,Fly,Brave Bird,3,3,1,10000
Tinkatuff,85.2,958,fairy,steel,104.2,134.4,149,2087357,50,1477,Fairy Wind,Play Rough,Flash Cannon,7,8,3,75000
Weezing (Galarian),85.2,110,poison,fairy,118.4,138.9,115,1889997,24.5,1495,Fairy Wind,Sludge,Brutal Swing,5,4,3,50000
Ninetales (Alolan) (Shadow),85.1,38,ice,fairy,115.1,133.6,126,1936253,24.5,1498,Powder Snow,Weather Ball (Ice),Dazzling Gleam,5,7,3,50000
Spiritomb,85.1,442,ghost,dark,121.2,146.4,104,1845420,27.5,1498,Sucker Punch,Rock Tomb,Shadow Ball,8,8,5,75000
Aurorus,85,699,rock,ice,114.1,105.7,163,1966639,20,1498,Powder Snow,Weather Ball (Ice),Meteor Beam,5,8,5,75000
Drifblim,85,426,ghost,flying,119.8,75,208,1867826,23,1498,Hex,Icy Wind,Shadow Ball,4,5,5,75000
Goodra,85,706,dragon,none,119.7,136.8,114,1866601,16,1497,Dragon Breath,Aqua Tail,Thunder Punch,12,14,5,75000
Ursaring (Shadow),85,217,normal,none,140.3,89.1,128,1600223,19,1499,Shadow Claw,Swift,Close Combat,5,6,3,50000
Bombirdier,84.9,962,flying,dark,128,115.3,118,1741817,22.5,1496,Sucker Punch,Fly,Rock Tomb,7,8,5,75000
Steelix,84.9,208,steel,ground,98.4,185.2,124,2260578,23.5,1493,Thunder Fang,Psychic Fangs,Breaking Swipe,6,6,5,75000
Electivire (Shadow),84.8,466,electric,none,144,98,110,1552610,18,1498,Thunder Shock,Ice Punch,Wild Charge,5,5,5,75000
Zweilous,84.8,634,dark,dragon,121,109.2,140,1849588,31,1496,Dragon Breath,Dark Pulse,Body Slam,17,12,5,75000
Marowak (Alolan),84.7,105,fire,ghost,110.8,145,126,2025310,32,1500,Fire Spin,Bone Club,Shadow Bone,4,5,3,50000
Toxapex,84.7,748,poison,water,92.3,222,118,2416922,38.5,1493,Poison Jab,Brine,Sludge Wave,8,10,3,50000
Ninetales (Alolan),84.5,38,ice,fairy,115.1,133.6,126,1936253,24.5,1498,Powder Snow,Weather Ball (Ice),Dazzling Gleam,5,7,3,50000
Qwilfish (Hisuian),84.5,211,dark,poison,129.5,111.3,120,1729959,25.5,1497,Poison Sting,Aqua Tail,Shadow Ball,4,7,3,50000
Blastoise (Shadow),84.4,9,water,none,111.5,140.7,127,1992357,22.5,1492,Rollout,Hydro Cannon,Skull Bash,4,6,3,10000
Armarouge,84.3,936,fire,psychic,133.6,110.6,114,1684722,17.5,1500,Incinerate,Psyshock,Flame Charge,2,3,5,50000
Sandslash (Alolan),84.3,28,ice,steel,116.6,132.6,124,1917384,23,1500,Powder Snow,Ice Punch,Drill Run,5,6,3,50000
Hakamo-o,84.2,783,dragon,fighting,115.5,134.8,124,1931380,36.5,1493,Dragon Tail,Dragon Claw,Brick Break,4,5,5,75000
Mightyena (Shadow),84.2,262,dark,none,125.9,104.3,134,1759749,29,1491,Sucker Punch,Crunch,Poison Fang,7,6,1,10000
Sandslash (Alolan) (Shadow),84.2,28,ice,steel,116.6,132.6,124,1917384,23,1500,Powder Snow,Ice Punch,Drill Run,5,6,3,50000
Drifblim (Shadow),84.1,426,ghost,flying,119.8,75,208,1867826,23,1498,Hex,Icy Wind,Shadow Ball,4,5,5,75000
Annihilape,84,979,fighting,ghost,123.9,106.3,137,1804832,17,1499,Counter,Rage Fist,Close Combat,6,8,3,50000
Whiscash (Shadow),84,340,water,ground,107.6,107.6,178,2060545,27,1490,Mud Shot,Mud Bomb,Scald,5,7,1,10000
Golurk,83.9,623,ground,ghost,133.9,96.7,129,1671084,19.5,1500,Mud Slap,Shadow Punch,Dynamic Punch,4,5,5,75000
Florges,83.8,671,fairy,none,120.1,142.1,109,1859855,17,1494,Fairy Wind,Moonblast,Trailblaze,7,5,3,50000
Lokix,83.8,920,bug,dark,132.9,104.1,121,1672678,24,1491,Sucker Punch,X-Scissor,Trailblaze,6,7,1,50000
Ursaring,83.8,217,normal,none,140.3,89.1,128,1600223,19,1499,Shadow Claw,Swift,Close Combat,5,6,3,50000
Urshifu (Single Strike),83.8,892,fighting,dark,136.6,97.8,121,1616195,15,1489,Sucker Punch,Brick Break,Dynamic Punch,6,7,20,100000
Aurorus (Shadow),83.7,699,rock,ice,114.1,105.7,163,1966639,20,1498,Powder Snow,Weather Ball (Ice),Meteor Beam,5,8,5,75000
Dunsparce,83.7,206,normal,none,104.8,111,183,2127733,37.5,1496,Rollout,Drill Run,Rock Slide,4,4,3,50000
Swampert (Shadow),83.6,260,water,ground,123,108.6,136,1815930,18.5,1498,Mud Shot,Hydro Cannon,Sludge,5,5,3,10000
Dragonite,83.5,149,dragon,flying,135.8,108.4,111,1633580,14.5,1495,Dragon Breath,Dragon Claw,Superpower,12,14,5,75000
Lanturn,83.5,171,water,electric,104.8,104.8,194,2131348,27,1496,Water Gun,Surf,Thunderbolt,15,19,3,50000
Amoonguss,83.4,591,grass,poison,110.4,102,181,2038411,27,1500,Astonish,Grass Knot,Foul Play,5,4,3,50000
Electivire,83.4,466,electric,none,144,98,110,1552610,18,1498,Thunder Shock,Ice Punch,Wild Charge,5,5,5,75000
Gligar,83.4,207,ground,flying,108,146.2,130,2052969,30.5,1493,Fury Cutter,Aerial Ace,Dig,10,13,5,75000
Gliscor (Shadow),83.4,472,ground,flying,115.7,143.9,116,1930695,21,1496,Sand Attack,Earthquake,Aerial Ace,17,10,5,75000
Leavanny,83.4,542,bug,grass,131,109,120,1713215,22,1499,Shadow Claw,Leaf Blade,X-Scissor,5,5,1,10000
Swampert,83.4,260,water,ground,123,108.6,136,1815930,18.5,1498,Mud Shot,Hydro Cannon,Sludge,5,5,3,10000
Whimsicott,83.4,547,grass,fairy,118.4,133.1,119,1875239,27.5,1490,Fairy Wind,Seed Bomb,Moonblast,5,7,1,10000
Charjabug,83.3,737,bug,electric,116.1,132.4,126,1936447,38,1500,Volt Switch,X-Scissor,Discharge,3,3,1,10000
Cradily (Shadow),83.3,346,rock,grass,106.3,139,143,2111521,26,1498,Bullet Seed,Rock Tomb,Grass Knot,4,4,3,50000
Donphan (Shadow),83.3,232,ground,none,125.8,112,126,1776372,18.5,1500,Mud Slap,Trailblaze,Body Slam,5,4,3,50000
Dragonair (Shadow),83.3,148,dragon,none,126,111,127,1775090,33,1497,Dragon Breath,Body Slam,Aqua Tail,12,12,5,75000
Lickilicky,83.3,463,normal,none,106.3,121.1,164,2111832,23,1498,Rollout,Body Slam,Shadow Ball,3,5,3,50000
Meganium,83.3,154,grass,none,111.5,138.4,130,2005358,23,1499,Vine Whip,Frenzy Plant,Earthquake,6,9,3,10000
Qwilfish,83.3,211,water,poison,130.5,105.5,123,1693578,27,1490,Poison Sting,Aqua Tail,Ice Beam,4,7,3,50000
Gallade (Shadow),83.2,475,psychic,fighting,137.2,114.5,104,1633015,18,1498,Psycho Cut,Close Combat,Leaf Blade,5,4,5,75000
Serperior (Shadow),83.2,497,grass,none,110.2,143.6,128,2025814,25,1499,Vine Whip,Frenzy Plant,Aerial Ace,6,5,3,10000
Dachsbun,83.1,927,fairy,none,113.1,156.9,111,1970234,27,1493,Charm,Psychic Fangs,Body Slam,6,6,3,50000
Abomasnow (Shadow),83,460,grass,ice,117.9,111.4,143,1877258,23.5,1491,Powder Snow,Weather Ball (Ice),Energy Ball,5,7,3,50000
Dragonite (Shadow),83,149,dragon,flying,135.8,108.4,111,1633580,14.5,1495,Dragon Breath,Dragon Claw,Superpower,12,14,5,75000
Linoone,83,264,normal,none,114.6,112.2,152,1953755,39,1497,Shadow Claw,Swift,Grass Knot,5,7,1,10000
Pachirisu,83,417,electric,none,91.6,157.1,142,2043738,50,1372,Volt Switch,Thunder Punch,Thunderbolt,3,4,5,75000
Whiscash,83,340,water,ground,107.6,107.6,178,2060545,27,1490,Mud Shot,Mud Bomb,Scald,5,7,1,10000
Bastiodon,82.9,411,rock,steel,81.1,246.7,138,2761698,47.5,1498,Smack Down,Stone Edge,Flamethrower,7,7,5,75000
Chesnaught,82.9,652,grass,fighting,119.9,124.6,125,1868328,19,1498,Vine Whip,Frenzy Plant,Superpower,6,5,3,10000
Gogoat,82.9,673,grass,none,119.2,95,165,1867240,19.5,1492,Vine Whip,Leaf Blade,Brick Break,5,5,3,50000
Mightyena,82.9,262,dark,none,125.9,104.3,134,1759749,29,1491,Sucker Punch,Crunch,Poison Fang,7,6,1,10000
Wigglytuff,82.9,40,normal,fairy,115.8,75.5,220,1924765,29,1495,Charm,Icy Wind,Swift,8,6,1,10000
Lickitung,82.7,108,normal,none,98.3,126.9,183,2282878,50,1498,Lick,Body Slam,Power Whip,12,17,3,50000
Raichu (Alolan),82.7,26,electric,psychic,136.2,111.7,108,1643875,24.5,1499,Thunder Shock,Wild Charge,Trailblaze,5,5,1,10000
Samurott,82.7,503,water,none,129,102.2,132,1740020,20,1498,Fury Cutter,Hydro Cannon,Megahorn,10,14,3,10000
Swalot,82.7,317,poison,none,104.1,123.4,168,2158208,28.5,1500,Mud Shot,Sludge,Ice Beam,5,7,1,10000
Umbreon,82.7,197,dark,none,90.2,177,155,2475791,27,1497,Snarl,Dark Pulse,Last Resort,4,5,5,75000
Arctibax,82.6,997,dragon,ice,123.1,97.7,151,1815086,26.5,1499,Dragon Breath,Avalanche,Dragon Claw,15,12,5,75000
Gligar (Shadow),82.6,207,ground,flying,108,146.2,130,2052969,30.5,1493,Fury Cutter,Aerial Ace,Dig,10,13,5,75000
Hippowdon (Shadow),82.6,450,ground,none,116.2,116.8,141,1912627,18,1494,Sand Attack,Weather Ball (Rock),Scorching Sands,9,13,3,50000
Forretress,82.5,205,bug,steel,110.2,141.6,130,2028758,25,1496,Volt Switch,Rock Tomb,Earthquake,4,5,5,75000
Kommo-o,82.5,784,dragon,fighting,123.7,138.4,105,1797551,16.5,1497,Dragon Tail,Close Combat,Dragon Claw,5,4,5,75000
Skeledirge,82.5,911,fire,ghost,121.2,109.2,139,1839651,18.5,1496,Incinerate,Torch Song,Shadow Ball,3,3,3,10000
Zapdos,82.5,145,electric,flying,136.2,104.7,115,1639560,15.5,1495,Thunder Shock,Drill Peck,Thunderbolt,5,7,20,100000
Samurott (Shadow),82.4,503,water,none,129,102.2,132,1740020,20,1498,Fury Cutter,Hydro Cannon,Megahorn,10,14,3,10000
Ninetales,82.3,38,fire,none,115.1,133.6,126,1936253,24.5,1494,Fire Spin,Weather Ball (Fire),Overheat,4,6,3,50000
Melmetal,82.2,809,steel,none,121.5,107.8,141,1846977,15.5,1500,Thunder Shock,Double Iron Bash,Superpower,4,5,20,100000
Amoonguss (Shadow),82.1,591,grass,poison,110.4,102,181,2038411,27,1500,Astonish,Grass Knot,Foul Play,5,4,3,50000
Hydreigon,82.1,635,dark,dragon,136.6,103.5,116,1639587,15,1499,Dragon Breath,Brutal Swing,Flash Cannon,12,24,5,75000
Tropius,82,357,grass,flying,101.4,127.3,170,2195741,29,1494,Air Slash,Leaf Blade,Aerial Ace,4,5,5,75000
Dragalge,81.8,691,poison,dragon,117.9,139.9,115,1895881,23.5,1496,Dragon Tail,Aqua Tail,Sludge Bomb,4,6,3,50000
Gliscor,81.8,472,ground,flying,115.7,143.9,116,1930695,21,1496,Sand Attack,Earthquake,Aerial Ace,17,10,5,75000
Overqwil,81.8,904,dark,poison,131.6,106.6,121,1696708,19,1498,Poison Jab,Aqua Tail,Shadow Ball,5,8,5,75000
Dragonair,81.7,148,dragon,none,126,111,127,1775090,33,1497,Dragon Breath,Aqua Tail,Body Slam,12,12,5,75000
Gallade,81.7,475,psychic,fighting,137.2,114.5,104,1633015,18,1498,Psycho Cut,Close Combat,Leaf Blade,5,4,5,75000
Dewgong,81.6,87,water,ice,102.9,133.8,158,2174933,29,1500,Ice Shard,Icy Wind,Drill Run,5,5,3,50000
Froslass,81.6,478,ice,ghost,122.6,115.6,128,1813850,27.5,1496,Hex,Avalanche,Shadow Ball,4,5,3,50000
Machoke,81.6,67,fighting,none,127.7,97.2,141,1750103,27,1498,Karate Chop,Cross Chop,Return,4,8,3,50000
Hippowdon,81.5,450,ground,none,116.2,116.8,141,1912627,18,1494,Sand Attack,Weather Ball (Rock),Scorching Sands,9,13,3,50000
Klefki,81.5,707,steel,fairy,119,134.2,118,1884790,29.5,1499,Astonish,Foul Play,Play Rough,4,6,3,50000
Lurantis,81.5,754,grass,none,126.9,114.6,121,1760366,23.5,1495,Fury Cutter,Leaf Blade,Superpower,9,10,3,50000
Skarmory,81.5,227,steel,flying,106.2,163.1,122,2113576,27,1499,Steel Wing,Brave Bird,Sky Attack,10,10,5,75000
Walrein,81.5,365,ice,water,113.1,114.3,153,1978119,20.5,1495,Powder Snow,Icicle Spear,Earthquake,5,9,3,50000
Skuntank,81.4,435,poison,dark,121.7,95.2,157,1819546,23.5,1490,Poison Jab,Crunch,Trailblaze,7,7,3,50000
Venusaur,81.3,3,grass,poison,122.5,121.9,122,1820851,20,1496,Vine Whip,Frenzy Plant,Sludge Bomb,6,7,3,10000
Dedenne,81.2,702,electric,fairy,124.2,108.7,133,1795844,30.5,1497,Thunder Shock,Parabolic Charge,Play Rough,6,7,3,50000
Stunfisk (Galarian),81.2,618,ground,steel,101.8,127.9,169,2200089,26.5,1497,Mud Shot,Rock Slide,Earthquake,6,9,5,75000
Ninetales (Shadow),81.1,38,fire,none,115.1,133.6,126,1936253,24.5,1494,Fire Spin,Weather Ball (Fire),Overheat,4,6,3,50000
Hippopotas,81,449,ground,none,115.3,111.1,152,1946522,49,1498,Sand Attack,Rock Tomb,Dig,13,13,3,50000
Magcargo,81,219,fire,rock,110.2,157.9,116,2017737,36.5,1492,Incinerate,Rock Tomb,Overheat,3,3,1,10000
Abomasnow,80.9,460,grass,ice,117.9,111.4,143,1877258,23.5,1491,Powder Snow,Icy Wind,Energy Ball,6,7,3,50000
Altaria,80.9,334,dragon,flying,103.4,153.3,136,2156405,28.5,1498,Dragon Breath,Sky Attack,Moonblast,19,20,1,10000
Donphan,80.9,232,ground,none,125.8,112,126,1776372,18.5,1500,Mud Slap,Trailblaze,Body Slam,5,4,3,50000
Roserade,80.8,407,grass,poison,143.1,114.9,95,1561844,18.5,1497,Poison Sting,Weather Ball (Fire),Leaf Storm,4,7,3,50000
Castform (Rainy),80.7,351,water,none,113.4,119.6,146,1979669,38.5,1499,Water Gun,Weather Ball (Water),Thunder,12,20,5,75000
Gourgeist (Large),80.7,711,ghost,grass,116.6,136.9,121,1930877,22.5,1500,Hex,Shadow Ball,Seed Bomb,5,4,5,75000
Gourgeist (Super),80.7,711,ghost,grass,115.8,128.8,130,1939976,21.5,1499,Hex,Shadow Ball,Seed Bomb,5,4,5,75000
Magmar (Shadow),80.7,126,fire,none,136.6,107.5,112,1645117,23.5,1499,Karate Chop,Fire Punch,Scorching Sands,5,6,5,75000
Trevenant,80.7,709,ghost,grass,127.8,104.6,131,1752077,22,1499,Shadow Claw,Seed Bomb,Shadow Ball,6,7,5,75000
Wailmer (Shadow),80.7,320,water,none,117.4,68.3,239,1916533,48.5,1500,Rollout,Scald,Body Slam,4,3,1,10000
Drampa,80.6,780,normal,dragon,136.8,104.2,114,1625878,19,1492,Dragon Breath,Swift,Fly,12,15,5,75000
Ferrothorn,80.6,598,grass,steel,107.3,155.1,125,2080828,24,1498,Bullet Seed,Power Whip,Thunder,4,5,3,75000
Pumpkaboo (Super),80.4,710,ghost,grass,111.8,113.4,141,1787612,50,1414,Astonish,Grass Knot,Foul Play,5,4,5,75000
Wartortle,80.4,8,water,none,107.9,137.8,139,2067932,48,1496,Water Gun,Aqua Jet,Ice Beam,14,19,3,10000
Froslass (Shadow),80.3,478,ice,ghost,122.6,115.6,128,1813850,27.5,1496,Hex,Avalanche,Shadow Ball,4,5,3,50000
Hariyama (Shadow),80.3,297,fighting,none,125.6,75.5,186,1764581,19.5,1492,Force Palm,Upper Hand,Heavy Slam,4,5,3,50000
Scrafty,80.3,560,dark,fighting,110.4,155.4,117,2007526,24.5,1489,Counter,Foul Play,Thunder Punch,7,7,3,50000
Wailmer,80.3,320,water,none,117.4,68.3,239,1916533,48.5,1500,Rollout,Scald,Body Slam,4,3,1,10000
Zangoose,80.3,335,normal,none,144.8,87.1,122,1539050,23,1494,Shadow Claw,Close Combat,Night Slash,6,5,3,50000
Araquanid,80.2,752,water,bug,97.9,176.1,133,2292389,33.5,1499,Bug Bite,Bug Buzz,Bubble Beam,20,14,3,50000
Cetoddle,80.2,974,ice,none,112.6,79.8,213,1914594,50,1469,Powder Snow,Avalanche,Body Slam,6,5,3,50000
Cofagrigus,80.2,563,ghost,none,112.2,168.3,106,2002086,25,1500,Shadow Claw,Shadow Ball,Dark Pulse,7,7,3,50000
Giratina (Origin),80.2,487,ghost,dragon,119.5,103.5,152,1879872,15,1499,Shadow Claw,Ominous Wind,Shadow Ball,6,7,20,100000
Glalie (Shadow),80.2,362,ice,none,115.2,120.1,140,1937229,27,1498,Rollout,Avalanche,Shadow Ball,4,5,3,50000
Piloswine (Shadow),80.2,221,ice,ground,121.1,98.2,155,1842165,24,1497,Powder Snow,Icicle Spear,High Horsepower,5,8,3,50000
Turtonator,80.1,776,fire,dragon,114.2,153,112,1956666,25,1496,Incinerate,Dragon Pulse,Overheat,3,3,5,75000
Venusaur (Shadow),80,3,grass,poison,122.5,121.9,122,1820851,20,1496,Vine Whip,Frenzy Plant,Sludge Bomb,6,7,3,10000
Bellibolt,79.9,939,electric,none,115.1,107.7,156,1934288,21,1492,Thunder Shock,Zap Cannon,Discharge,9,5,1,50000
Grimer,79.9,88,poison,none,121.5,88,171,1827419,49.5,1493,Mud Slap,Sludge,Mud Bomb,4,4,3,50000
Magnezone,79.9,462,electric,steel,134.9,120.1,102,1652719,17,1496,Volt Switch,Wild Charge,Mirror Shot,3,3,3,50000
Shiftry (Shadow),79.9,275,grass,dark,134.2,87.7,142,1670632,24,1497,Snarl,Leaf Blade,Foul Play,3,4,3,50000
Typhlosion,79.9,157,fire,none,132.2,108.3,117,1674892,19,1488,Incinerate,Blast Burn,Thunder Punch,3,2,3,10000
Cresselia,79.8,488,psychic,none,93.2,158.3,163,2404853,20,1497,Psycho Cut,Grass Knot,Moonblast,6,7,20,100000
Flygon (Shadow),79.8,330,ground,dragon,129.2,109.6,123,1740871,21,1499,Dragon Tail,Dragon Claw,Scorching Sands,4,6,5,75000
Wailord,79.8,321,water,none,119.6,66.8,235,1876670,25,1500,Rollout,Surf,Return,4,6,1,10000
Sandslash (Shadow),79.7,28,ground,none,120.5,121.1,126,1837863,23.5,1493,Sand Attack,Rock Tomb,Night Slash,13,9,3,50000
Litleo,79.6,667,fire,normal,121.1,106.1,143,1837354,49,1495,Incinerate,Flame Charge,Crunch,3,3,3,10000
Miltank,79.6,241,normal,none,105.4,135.5,148,2112476,24,1494,Rollout,Body Slam,Thunderbolt,3,5,5,75000
Perrserker,79.6,863,steel,none,128.9,114.6,117,1728225,23.5,1493,Shadow Claw,Close Combat,Trailblaze,6,6,3,50000
Raticate (Alolan),79.5,20,dark,normal,107.5,130.7,148,2078413,37,1496,Quick Attack,Crunch,Return,6,9,1,10000
Dewott,79.4,502,water,none,123.8,99.4,147,1809318,35.5,1499,Fury Cutter,Aqua Tail,X-Scissor,9,10,3,10000
Gourgeist (Average),79.4,711,ghost,grass,116.6,147,112,1919131,23.5,1500,Hex,Shadow Ball,Seed Bomb,5,4,5,75000
Gyarados,79.4,130,water,flying,130.8,108,121,1708726,16.5,1498,Dragon Breath,Aqua Tail,Crunch,12,15,1,10000
Raichu,79.4,26,electric,none,133.6,110.6,113,1669771,25.5,1495,Thunder Shock,Wild Charge,Brick Break,5,5,1,10000
Sandslash,79.4,28,ground,none,120.5,121.1,126,1837863,23.5,1493,Sand Attack,Rock Tomb,Night Slash,13,9,3,50000
Bellossom,79.3,182,grass,none,115.7,132.9,126,1937741,24.5,1499,Bullet Seed,Leaf Blade,Dazzling Gleam,3,5,3,50000
