Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Cradily,89.6,346,rock,grass,106.3,139,143,2111521,26,1498,Acid,Rock Tomb,Grass Knot,7,7,3,50000
Primeape,89.6,57,fighting,none,140.2,99.2,115,1598880,24.5,1497,Karate Chop,Rage Fist,Close Combat,4,5,3,50000
Scizor (Shadow),89.6,212,bug,steel,137.9,110.3,106,1612512,18.5,1497,Bullet Punch,Night Slash,Trailblaze,5,7,5,75000
Emolga,89.4,587,electric,flying,127.9,111.4,123,1752744,39,1498,Thunder Shock,Acrobatics,Discharge,7,5,1,10000
Machoke (Shadow),89.4,67,fighting,none,127.7,97.2,141,1750103,27,1498,Karate Chop,Cross Chop,Dynamic Punch,4,5,3,50000
Morpeko (Full Belly),89.3,877,electric,dark,141.7,97.8,114,1580701,29,1499,Thunder Shock,Aura Wheel,Psychic Fangs,5,4,3,50000
Pangoro,89.3,675,fighting,dark,134.5,92,134,1658196,19,1496,Karate Chop,Close Combat,Night Slash,5,4,3,50000
Dewott (Shadow),89.2,502,water,none,124.2,98.6,147,1800321,33.5,1498,Fury Cutter,Aqua Tail,X-Scissor,9,10,3,10000
Togetic,89.2,176,fairy,flying,110.6,150,122,2023327,37,1496,Fairy Wind,Psyshock,Dazzling Gleam,5,7,3,50000
Lapras (Shadow),89.1,131,water,ice,104.7,114,179,2135530,21.5,1497,Psywave,Sparkling Aria,Ice Beam,12,14,5,75000
Golurk (Shadow),89,623,ground,ghost,133.9,96.7,129,1671084,19.5,1500,Mud Slap,Shadow Punch,Dynamic Punch,4,5,5,75000
Marowak (Shadow),88.9,105,ground,none,110.8,145,126,2025310,32,1500,Mud Slap,Bone Club,Rock Slide,4,5,3,50000
Bellibolt,88.8,939,electric,none,115.1,107.7,156,1934288,21,1492,Sucker Punch,Zap Cannon,Parabolic Charge,12,7,1,50000
Diggersby (Shadow),88.8,660,normal,ground,96.3,141.2,171,2324733,48,1496,Quick Attack,Scorching Sands,Fire Punch,7,5,1,10000
Grumpig,88.8,326,psychic,none,114.5,128.3,133,1953798,24,1498,Psywave,Dynamic Punch,Shadow Ball,12,14,1,10000
Primeape (Shadow),88.8,57,fighting,none,140.2,99.2,115,1598880,24.5,1497,Karate Chop,Rage Fist,Close Combat,4,5,3,50000
Quagsire (Shadow),88.8,195,water,ground,111.3,112,161,2005558,28.5,1494,Mud Shot,Aqua Tail,Stone Edge,5,7,3,50000
Runerigus,88.8,867,ground,ghost,112.2,168.3,106,2002086,25,1500,Shadow Claw,Rock Tomb,Shadow Ball,7,7,3,50000
Furret,88.7,162,normal,none,116.1,105.4,158,1933854,34.5,1500,Sucker Punch,Swift,Trailblaze,5,7,1,10000
Marowak (Alolan),88.7,105,fire,ghost,110.8,145,126,2025310,32,1500,Fire Spin,Bone Club,Shadow Bone,4,5,3,50000
Dragalge,88.5,691,poison,dragon,117.9,139.9,115,1895881,23.5,1496,Acid,Aqua Tail,Outrage,5,8,3,50000
Scizor,88.5,212,bug,steel,137.9,110.3,106,1612512,18.5,1497,Bullet Punch,Night Slash,Trailblaze,5,7,5,75000
Claydol,88.4,344,ground,psychic,102.7,173.3,121,2153472,28.5,1488,Mud Slap,Rock Tomb,Ice Beam,5,6,3,50000
Marowak,88.3,105,ground,none,110.8,145,126,2025310,32,1500,Mud Slap,Bone Club,Rock Slide,4,5,3,50000
Marowak (Alolan) (Shadow),88.3,105,fire,ghost,110.8,145,126,2025310,32,1500,Fire Spin,Shadow Bone,Bone Club,5,4,3,50000
Sableye,88.3,302,dark,ghost,121,123.5,124,1853355,45.5,1499,Shadow Claw,Foul Play,Power Gem,5,7,5,75000
Weezing (Galarian),88.3,110,poison,fairy,118.4,138.9,115,1889997,24.5,1495,Fairy Wind,Sludge,Brutal Swing,5,4,3,50000
Bronzong,88.2,437,steel,psychic,111.3,151.8,119,2010401,25.5,1498,Metal Sound,Psyshock,Payback,5,8,3,50000
Wormadam (Trash),88.2,413,bug,steel,105.2,150.9,134,2126928,42.5,1500,Bug Bite,Bug Buzz,Iron Head,20,17,1,10000
Clefable,88.1,36,fairy,none,117.2,111.5,146,1908090,23,1499,Fairy Wind,Moonblast,Swift,7,4,1,10000
Malamar,88.1,687,dark,psychic,118.5,117.1,136,1887141,24,1499,Psywave,Superpower,Foul Play,10,10,3,50000
Melmetal,88.1,809,steel,none,121.5,107.8,141,1846977,15.5,1500,Thunder Shock,Double Iron Bash,Superpower,4,5,20,100000
Moltres (Galarian),88.1,146,dark,flying,115.1,137.5,122,1930734,17.5,1493,Sucker Punch,Fly,Brave Bird,7,8,20,100000
Quagsire,88.1,195,water,ground,111.3,112,161,2005558,28.5,1494,Mud Shot,Aqua Tail,Stone Edge,5,7,3,50000
Tinkatuff,88.1,958,fairy,steel,104.2,134.4,149,2087357,50,1477,Fairy Wind,Play Rough,Flash Cannon,7,8,3,75000
Bastiodon (Shadow),88,411,rock,steel,81.1,246.7,138,2761698,47.5,1498,Smack Down,Stone Edge,Flamethrower,7,7,5,75000
Malamar (Shadow),88,687,dark,psychic,118.5,117.1,136,1887141,24,1499,Psywave,Foul Play,Superpower,10,10,3,50000
Drifblim,87.6,426,ghost,flying,119.8,75,208,1867826,23,1498,Hex,Icy Wind,Shadow Ball,4,5,5,75000
Aurorus,87.5,699,rock,ice,114.1,105.7,163,1966639,20,1498,Powder Snow,Weather Ball (Ice),Meteor Beam,5,8,5,75000
Dachsbun,87.5,927,fairy,none,113.1,156.9,111,1970234,27,1493,Charm,Psychic Fangs,Body Slam,6,6,3,50000
Sandslash (Alolan) (Shadow),87.5,28,ice,steel,116.6,132.6,124,1917384,23,1500,Shadow Claw,Ice Punch,Drill Run,5,6,3,50000
Grumpig (Shadow),87.4,326,psychic,none,114.5,128.3,133,1953798,24,1498,Psywave,Dynamic Punch,Shadow Ball,12,14,1,10000
Jumpluff,87.1,189,grass,flying,97,153.5,155,2308399,41,1500,Fairy Wind,Aerial Ace,Energy Ball,5,7,3,50000
Drapion (Shadow),87,452,poison,dark,118.5,136.5,117,1892269,23,1499,Poison Sting,Crunch,Aqua Tail,5,4,5,75000
Machamp (Shadow),87,68,fighting,none,136.4,97.2,124,1644073,17.5,1497,Karate Chop,Cross Chop,Stone Edge,4,7,3,50000
Ninetales (Shadow),87,38,fire,none,115.1,133.6,126,1936253,24.5,1494,Ember,Weather Ball (Fire),Overheat,5,8,3,50000
Registeel,86.9,379,steel,none,95.5,189.6,130,2353244,23,1499,Lock On,Focus Blast,Zap Cannon,15,16,20,100000
Sandslash (Alolan),86.9,28,ice,steel,116.6,132.6,124,1917384,23,1500,Shadow Claw,Ice Punch,Drill Run,5,6,3,50000
Victreebel,86.9,71,grass,poison,135.8,94.8,128,1648364,23,1500,Acid,Leaf Blade,Sludge Bomb,5,7,3,50000
Lurantis,86.7,754,grass,none,126.9,114.6,121,1760366,23.5,1495,Fury Cutter,Leaf Blade,Superpower,9,10,3,50000
Wigglytuff,86.7,40,normal,fairy,115.8,75.5,220,1924765,29,1495,Charm,Icy Wind,Swift,8,6,1,10000
Annihilape,86.6,979,fighting,ghost,123.9,106.3,137,1804832,17,1499,Counter,Rage Fist,Close Combat,6,8,3,50000
Dewott,86.6,502,water,none,123.8,99.4,147,1809318,35.5,1499,Fury Cutter,Aqua Tail,X-Scissor,9,10,3,10000
Drifblim (Shadow),86.6,426,ghost,flying,119.8,75,208,1867826,23,1498,Hex,Icy Wind,Shadow Ball,4,5,5,75000
Victreebel (Shadow),86.6,71,grass,poison,135.8,94.8,128,1648364,23,1500,Acid,Leaf Blade,Sludge Bomb,5,7,3,50000
Armarouge,86.5,936,fire,psychic,133.6,110.6,114,1684722,17.5,1500,Incinerate,Psyshock,Flame Charge,2,3,5,50000
Blastoise,86.4,9,water,none,111.5,140.7,127,1992357,22.5,1492,Rollout,Hydro Cannon,Skull Bash,4,6,3,10000
Golisopod,86.4,768,bug,water,125.2,133.6,107,1788916,17.5,1498,Shadow Claw,Aqua Jet,X-Scissor,5,5,1,10000
Sealeo (Shadow),86.4,364,ice,water,108.6,113.2,167,2053854,36.5,1497,Powder Snow,Surf,Body Slam,6,5,3,50000
Electivire (Shadow),86.3,466,electric,none,144,98,110,1552610,18,1498,Thunder Shock,Ice Punch,Wild Charge,5,5,5,75000
Golurk,86.3,623,ground,ghost,133.9,96.7,129,1671084,19.5,1500,Mud Slap,Shadow Punch,Dynamic Punch,4,5,5,75000
Lickitung,86.3,108,normal,none,98.3,126.9,183,2282878,50,1498,Lick,Body Slam,Power Whip,12,17,3,50000
Raichu,86.2,26,electric,none,133.6,110.6,113,1669771,25.5,1495,Thunder Shock,Wild Charge,Trailblaze,5,5,1,10000
Swalot,86.2,317,poison,none,104.1,123.4,168,2158208,28.5,1500,Mud Shot,Sludge,Ice Beam,5,7,1,10000
Talonflame,86.2,663,fire,flying,122.1,114.7,131,1834291,25.5,1499,Incinerate,Fly,Brave Bird,3,3,1,10000
Swampert (Shadow),86.1,260,water,ground,123,108.6,136,1815930,18.5,1498,Mud Shot,Hydro Cannon,Sludge,5,5,3,10000
Zapdos (Shadow),86.1,145,electric,flying,137.3,102.6,116,1633088,15.5,1498,Thunder Shock,Drill Peck,Thunderbolt,5,7,20,100000
Machamp,86,68,fighting,none,136.4,97.2,124,1644073,17.5,1497,Karate Chop,Cross Chop,Stone Edge,4,7,3,50000
Ninetales (Alolan) (Shadow),85.9,38,ice,fairy,115.1,133.6,126,1936253,24.5,1498,Powder Snow,Weather Ball (Ice),Dazzling Gleam,5,7,3,50000
Pachirisu,85.9,417,electric,none,91.6,157.1,142,2043738,50,1372,Volt Switch,Thunder Punch,Thunderbolt,3,4,5,75000
Spiritomb,85.9,442,ghost,dark,121.2,146.4,104,1845420,27.5,1498,Sucker Punch,Rock Tomb,Shadow Ball,8,8,5,75000
Medicham,85.8,308,fighting,psychic,106.9,139.5,141,2102958,49,1500,Psycho Cut,Ice Punch,Dynamic Punch,5,5,3,50000
Ninetales,85.8,38,fire,none,115.1,133.6,126,1936253,24.5,1494,Ember,Weather Ball (Fire),Overheat,5,8,3,50000
Toxicroak (Shadow),85.8,454,poison,fighting,136.6,91.5,131,1636876,22,1498,Poison Sting,Dynamic Punch,Shadow Ball,5,7,3,50000
Froslass,85.7,478,ice,ghost,122.6,115.6,128,1813850,27.5,1496,Hex,Avalanche,Shadow Ball,4,5,3,50000
Lairon,85.7,305,steel,rock,114.5,142.8,120,1962204,28,1500,Metal Sound,Rock Tomb,Body Slam,7,5,1,10000
Gliscor,85.6,472,ground,flying,115.7,143.9,116,1930695,21,1496,Fury Cutter,Earthquake,Aerial Ace,17,10,5,75000
Guzzlord,85.6,799,dark,dragon,113.3,65.5,266,1972626,19.5,1494,Dragon Tail,Brutal Swing,Sludge Bomb,4,6,20,100000
Tentacruel,85.6,73,water,poison,110.1,139.9,132,2032660,23.5,1496,Acid,Scald,Sludge Wave,7,9,3,50000
Whiscash,85.6,340,water,ground,107.6,107.6,178,2060545,27,1490,Mud Shot,Mud Bomb,Scald,5,7,1,10000
Whiscash (Shadow),85.6,340,water,ground,107.6,107.6,178,2060545,27,1490,Mud Shot,Mud Bomb,Scald,5,7,1,10000
Drapion,85.5,452,poison,dark,118.5,136.5,117,1892269,23,1499,Poison Sting,Crunch,Aqua Tail,5,4,5,75000
Aurorus (Shadow),85.4,699,rock,ice,114.1,105.7,163,1966639,20,1498,Powder Snow,Weather Ball (Ice),Meteor Beam,5,8,5,75000
Blastoise (Shadow),85.4,9,water,none,111.5,140.7,127,1992357,22.5,1492,Rollout,Hydro Cannon,Skull Bash,4,6,3,10000
Linoone,85.4,264,normal,none,114.6,112.2,152,1953755,39,1497,Shadow Claw,Swift,Grass Knot,5,7,1,10000
Ninetales (Alolan),85.4,38,ice,fairy,115.1,133.6,126,1936253,24.5,1498,Powder Snow,Weather Ball (Ice),Dazzling Gleam,5,7,3,50000
Qwilfish,85.3,211,water,poison,130.5,105.5,123,1693578,27,1490,Poison Sting,Aqua Tail,Ice Beam,4,7,3,50000
Barbaracle,85.2,689,rock,water,120.4,133.1,115,1841752,20.5,1492,Fury Cutter,Cross Chop,Stone Edge,9,14,3,50000
Donphan (Shadow),85.2,232,ground,none,125.8,112,126,1776372,18.5,1500,Mud Slap,Trailblaze,Body Slam,5,4,3,50000
Lanturn,85.1,171,water,electric,104.8,104.8,194,2131348,27,1496,Water Gun,Surf,Thunderbolt,15,19,3,50000
Ledian,85.1,166,bug,flying,101.9,161.2,134,2201440,49,1500,Bug Bite,Aerial Ace,Dynamic Punch,14,15,1,10000
Swampert,85.1,260,water,ground,123,108.6,136,1815930,18.5,1498,Mud Shot,Hydro Cannon,Sludge,5,5,3,10000
Greninja,85,658,water,dark,139.6,101.6,113,1602682,21,1497,Water Shuriken,Hydro Cannon,Night Slash,3,3,3,10000
Lairon (Shadow),85,305,steel,rock,114.5,142.8,120,1962204,28,1500,Metal Sound,Rock Tomb,Body Slam,7,5,1,10000
Skeledirge,84.9,911,fire,ghost,121.2,109.2,139,1839651,18.5,1496,Incinerate,Torch Song,Shadow Ball,3,3,3,10000
Cradily (Shadow),84.7,346,rock,grass,106.3,139,143,2111521,26,1498,Acid,Rock Tomb,Grass Knot,7,7,3,50000
Dunsparce,84.7,206,normal,none,104.8,111,183,2127733,37.5,1496,Rollout,Drill Run,Rock Slide,4,4,3,50000
Gliscor (Shadow),84.7,472,ground,flying,115.7,143.9,116,1930695,21,1496,Fury Cutter,Earthquake,Aerial Ace,17,10,5,75000
Nidoqueen,84.7,31,poison,ground,117.8,116.5,139,1908186,22,1499,Poison Sting,Earth Power,Poison Fang,7,5,3,50000
Toxtricity,84.7,849,electric,poison,140.8,94.3,119,1579507,21,1497,Acid,Wild Charge,Power-Up Punch,6,5,5,75000
Dewgong,84.6,87,water,ice,102.9,133.8,158,2174933,29,1500,Ice Shard,Icy Wind,Drill Run,5,5,3,50000
Stunfisk (Galarian),84.6,618,ground,steel,101.8,127.9,169,2200089,26.5,1497,Mud Shot,Rock Slide,Earthquake,6,9,5,75000
Crustle (Shadow),84.4,558,bug,rock,120.9,134.1,114,1848465,22,1499,Fury Cutter,X-Scissor,Rock Slide,10,12,1,10000
Hakamo-o,84.4,783,dragon,fighting,115.5,134.8,124,1931380,36.5,1493,Dragon Tail,Dragon Claw,Brick Break,4,5,5,75000
Thievul,84.4,828,dark,none,121.7,123.1,123,1842937,26.5,1498,Sucker Punch,Night Slash,Play Rough,5,9,1,10000
Gallade (Shadow),84.3,475,psychic,fighting,137.2,114.5,104,1633015,18,1498,Psycho Cut,Close Combat,Leaf Blade,5,4,5,75000
Hippopotas,84.3,449,ground,none,115.3,111.1,152,1946522,49,1498,Sand Attack,Rock Tomb,Dig,13,13,3,50000
Lickilicky,84.3,463,normal,none,106.3,121.1,164,2111832,23,1498,Rollout,Body Slam,Shadow Ball,3,5,3,50000
Froslass (Shadow),84.2,478,ice,ghost,122.6,115.6,128,1813850,27.5,1496,Hex,Avalanche,Shadow Ball,4,5,3,50000
Hippowdon (Shadow),84.2,450,ground,none,116.2,116.8,141,1912627,18,1494,Sand Attack,Weather Ball (Rock),Scorching Sands,9,13,3,50000
Regirock,84.2,377,rock,none,103.7,180.2,115,2149641,18,1497,Lock On,Stone Edge,Focus Blast,11,15,20,100000
Ursaring (Shadow),84.2,217,normal,none,140.3,89.1,128,1600223,19,1499,Shadow Claw,Swift,Close Combat,5,6,3,50000
Zapdos,84.2,145,electric,flying,136.2,104.7,115,1639560,15.5,1495,Thunder Shock,Drill Peck,Thunderbolt,5,7,20,100000
Aron,84.1,304,steel,rock,114.3,131.1,127,1902550,50,1478,Metal Sound,Rock Tomb,Body Slam,7,5,1,10000
Aron (Shadow),84.1,304,steel,rock,114.3,131.1,127,1902550,50,1478,Metal Sound,Rock Tomb,Body Slam,7,5,1,10000
Farfetch'd,84.1,83,normal,flying,116.8,109.2,131,1671469,50,1397,Fury Cutter,Leaf Blade,Aerial Ace,9,10,3,50000
Genesect,84.1,649,bug,steel,141.1,111.7,100,1575465,16,1498,Fury Cutter,X-Scissor,Techno Blast (Normal),10,14,20,100000
Goodra,84.1,706,dragon,none,119.7,136.8,114,1866601,16,1497,Dragon Breath,Aqua Tail,Thunder Punch,12,14,5,75000
Magcargo,84.1,219,fire,rock,110.2,157.9,116,2017737,36.5,1492,Incinerate,Rock Tomb,Overheat,3,3,1,10000
Walrein,84.1,365,ice,water,113.1,114.3,153,1978119,20.5,1495,Powder Snow,Icicle Spear,Earthquake,5,9,3,50000
Klefki,84,707,steel,fairy,119,134.2,118,1884790,29.5,1499,Astonish,Foul Play,Play Rough,4,6,3,50000
Magnezone,84,462,electric,steel,134.9,120.1,102,1652719,17,1496,Volt Switch,Wild Charge,Mirror Shot,3,3,3,50000
Castform (Sunny),83.9,351,fire,none,113.4,119.6,146,1979669,38.5,1499,Ember,Weather Ball (Fire),Solar Beam,5,12,5,75000
Skarmory,83.9,227,steel,flying,106.2,163.1,122,2113576,27,1499,Steel Wing,Brave Bird,Sky Attack,10,10,5,75000
Bellossom (Shadow),83.8,182,grass,none,115.7,132.9,126,1937741,24.5,1499,Acid,Leaf Blade,Dazzling Gleam,5,7,3,50000
Electrode (Hisuian),83.8,101,electric,grass,123.3,130.1,113,1812571,26,1495,Thunder Shock,Wild Charge,Swift,5,4,3,50000
Sealeo,83.8,364,ice,water,108.6,113.2,167,2053854,36.5,1497,Powder Snow,Surf,Body Slam,6,5,3,50000
Serperior,83.8,497,grass,none,110.2,143.6,128,2025814,25,1499,Vine Whip,Frenzy Plant,Aerial Ace,6,5,3,10000
Nidoqueen (Shadow),83.7,31,poison,ground,117.8,116.5,139,1908186,22,1499,Poison Sting,Earth Power,Poison Fang,7,5,3,50000
Toxicroak,83.7,454,poison,fighting,136.6,91.5,131,1636876,22,1498,Poison Sting,Dynamic Punch,Shadow Ball,5,7,3,50000
Florges,83.5,671,fairy,none,120.1,142.1,109,1859855,17,1494,Fairy Wind,Moonblast,Trailblaze,7,5,3,50000
Walrein (Shadow),83.5,365,ice,water,113.1,114.3,153,1978119,20.5,1495,Powder Snow,Icicle Spear,Earthquake,5,9,3,50000
Farfetch'd (Galarian),83.4,83,fighting,none,137.9,97.8,120,1618657,36.5,1494,Fury Cutter,Leaf Blade,Brave Bird,9,14,3,50000
Typhlosion (Shadow),83.4,157,fire,none,132.2,108.3,117,1674892,19,1488,Incinerate,Blast Burn,Thunder Punch,3,2,3,10000
Amoonguss,83.2,591,grass,poison,110.4,102,181,2038411,27,1500,Astonish,Grass Knot,Foul Play,5,4,3,50000
Bellossom,83.2,182,grass,none,115.7,132.9,126,1937741,24.5,1499,Acid,Leaf Blade,Dazzling Gleam,5,7,3,50000
Cetoddle,83.2,974,ice,none,112.6,79.8,213,1914594,50,1469,Powder Snow,Avalanche,Body Slam,6,5,3,50000
Crustle,83.2,558,bug,rock,120.9,134.1,114,1848465,22,1499,Fury Cutter,X-Scissor,Rock Slide,10,12,1,10000
Gengar (Shadow),83.2,94,ghost,poison,156.6,94.3,97,1433181,19,1500,Shadow Claw,Shadow Punch,Sludge Bomb,5,7,3,50000
Scyther (Shadow),83.2,123,bug,flying,134.9,110.7,111,1657053,20.5,1496,Fury Cutter,Aerial Ace,X-Scissor,10,10,5,75000
Sirfetch'd,83.2,865,fighting,none,145.9,107.4,98,1536689,18.5,1499,Fury Cutter,Leaf Blade,Close Combat,9,12,3,50000
Charjabug,83.1,737,bug,electric,116.1,132.4,126,1936447,38,1500,Volt Switch,X-Scissor,Discharge,3,3,1,10000
Dragonair (Shadow),83.1,148,dragon,none,126,111,127,1775090,33,1497,Dragon Breath,Wrap,Aqua Tail,15,12,5,75000
Dragonite (Shadow),83.1,149,dragon,flying,135.8,108.4,111,1633580,14.5,1495,Dragon Breath,Dragon Claw,Superpower,12,14,5,75000
Dragonite,83,149,dragon,flying,135.8,108.4,111,1633580,14.5,1495,Dragon Breath,Dragon Claw,Superpower,12,14,5,75000
Ledian (Shadow),83,166,bug,flying,101.9,161.2,134,2201440,49,1500,Bug Bite,Aerial Ace,Dynamic Punch,14,15,1,10000
Hippowdon,82.9,450,ground,none,116.2,116.8,141,1912627,18,1494,Sand Attack,Weather Ball (Rock),Scorching Sands,9,13,3,50000
Dragonair,82.8,148,dragon,none,126,111,127,1775090,33,1497,Dragon Breath,Aqua Tail,Wrap,12,15,5,75000
Salazzle,82.8,758,poison,fire,146.6,90.9,114,1518532,22,1492,Incinerate,Poison Fang,Dragon Pulse,2,3,3,50000
Mew,82.7,151,psychic,none,120.5,119.4,129,1855163,16.5,1498,Shadow Claw,Wild Charge,Psyshock,6,5,20,100000
Tentacruel (Shadow),82.7,73,water,poison,110.1,139.9,132,2032660,23.5,1496,Acid,Scald,Sludge Wave,7,9,3,50000
Abomasnow (Shadow),82.6,460,grass,ice,117.9,111.4,143,1877258,23.5,1491,Powder Snow,Weather Ball (Ice),Energy Ball,5,7,3,50000
Electivire,82.6,466,electric,none,144,98,110,1552610,18,1498,Thunder Shock,Ice Punch,Wild Charge,5,5,5,75000
Mightyena (Shadow),82.5,262,dark,none,125.9,104.3,134,1759749,29,1491,Sucker Punch,Crunch,Poison Fang,7,6,1,10000
Donphan,82.4,232,ground,none,125.8,112,126,1776372,18.5,1500,Mud Slap,Trailblaze,Body Slam,5,4,3,50000
Piloswine,82.4,221,ice,ground,121.1,98.2,155,1842165,24,1497,Powder Snow,Icicle Spear,High Horsepower,5,8,3,50000
Cresselia,82.3,488,psychic,none,93.2,158.3,163,2404853,20,1497,Psycho Cut,Grass Knot,Moonblast,6,7,20,100000
Nidorina,82.3,30,poison,none,110.9,113.4,157,1975496,50,1480,Poison Sting,Poison Fang,Thunderbolt,5,7,3,50000
Aggron,82.2,306,steel,rock,116.1,154,107,1912293,18.5,1492,Metal Sound,Rock Tomb,Thunder,7,8,1,10000
Arctibax,82.2,997,dragon,ice,123.1,97.7,151,1815086,26.5,1499,Dragon Breath,Avalanche,Dragon Claw,15,12,5,75000
