Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Piloswine,90.2,221,ice,ground,121.1,98.2,155,1842165,24,1497,Powder Snow,Icicle Spear,High Horsepower,5,8,3,50000
Piloswine (Shadow),89.9,221,ice,ground,121.1,98.2,155,1842165,24,1497,Powder Snow,Icicle Spear,High Horsepower,5,8,3,50000
Drampa,89.4,780,normal,dragon,136.8,104.2,114,1625878,19,1492,Dragon Breath,Swift,Fly,12,15,5,75000
Gliscor (Shadow),89.1,472,ground,flying,115.7,143.9,116,1930695,21,1496,Fury Cutter,Earthquake,Aerial Ace,17,10,5,75000
Lileep,89.1,345,rock,grass,100.8,138.6,151,2111110,50,1460,Acid,Grass Knot,Ancient Power,7,6,3,50000
Farfetch'd,88.6,83,normal,flying,116.8,109.2,131,1671469,50,1397,Fury Cutter,Leaf Blade,Air Cutter,9,9,3,50000
Claydol,88.5,344,ground,psychic,102.7,173.3,121,2153472,28.5,1488,Mud Slap,Rock Tomb,Ice Beam,5,6,3,50000
Marowak (Alolan) (Shadow),88.5,105,fire,ghost,110.8,145,126,2025310,32,1500,Fire Spin,Shadow Bone,Bone Club,5,4,3,50000
Magmar (Shadow),88.4,126,fire,none,136.6,107.5,112,1645117,23.5,1499,Karate Chop,Fire Punch,Scorching Sands,5,6,5,75000
Armarouge,88.3,936,fire,psychic,133.6,110.6,114,1684722,17.5,1500,Incinerate,Psyshock,Flame Charge,2,3,5,50000
Victreebel,88.1,71,grass,poison,135.8,94.8,128,1648364,23,1500,Acid,Leaf Blade,Sludge Bomb,5,7,3,50000
Lileep (Shadow),87.9,345,rock,grass,100.8,138.6,151,2111110,50,1460,Acid,Grass Knot,Ancient Power,7,6,3,50000
Marowak (Alolan),87.9,105,fire,ghost,110.8,145,126,2025310,32,1500,Fire Spin,Bone Club,Shadow Bone,4,5,3,50000
Runerigus,87.8,867,ground,ghost,112.2,168.3,106,2002086,25,1500,Shadow Claw,Rock Tomb,Shadow Ball,7,7,3,50000
Ursaring (Shadow),87.8,217,normal,none,140.3,89.1,128,1600223,19,1499,Shadow Claw,Swift,Close Combat,5,6,3,50000
Fletchinder,87.7,662,fire,flying,123,103.2,142,1801392,47,1492,Ember,Fly,Aerial Ace,7,6,1,10000
Flygon,87.6,330,ground,dragon,129.2,109.6,123,1740871,21,1499,Dragon Tail,Stone Edge,Dragon Claw,7,4,5,75000
Golurk,87.6,623,ground,ghost,133.9,96.7,129,1671084,19.5,1500,Mud Slap,Shadow Punch,Dynamic Punch,4,5,5,75000
Ninetales,87.3,38,fire,none,115.1,133.6,126,1936253,24.5,1494,Ember,Weather Ball (Fire),Overheat,5,8,3,50000
Staraptor (Shadow),87.3,398,normal,flying,140.4,90.8,124,1581461,19.5,1492,Quick Attack,Fly,Close Combat,6,6,1,10000
Abomasnow (Shadow),87.2,460,grass,ice,117.9,111.4,143,1877258,23.5,1491,Powder Snow,Weather Ball (Ice),Energy Ball,5,7,3,50000
Lurantis,87.2,754,grass,none,126.9,114.6,121,1760366,23.5,1495,Fury Cutter,Leaf Blade,Superpower,9,10,3,50000
Staravia,87.1,397,normal,flying,131.9,91.6,135,1631281,50,1468,Quick Attack,Brave Bird,Fly,7,6,1,10000
Flygon (Shadow),87,330,ground,dragon,129.2,109.6,123,1740871,21,1499,Dragon Tail,Dragon Claw,Stone Edge,4,7,5,75000
Staravia (Shadow),87,397,normal,flying,131.9,91.6,135,1631281,50,1468,Quick Attack,Brave Bird,Fly,7,6,1,10000
Victreebel (Shadow),87,71,grass,poison,135.8,94.8,128,1648364,23,1500,Acid,Leaf Blade,Sludge Bomb,5,7,3,50000
Pidgeot,86.7,18,normal,flying,117.2,113.8,143,1905836,26,1494,Gust,Air Cutter,Brave Bird,3,5,1,10000
Zangoose,86.6,335,normal,none,144.8,87.1,122,1539050,23,1494,Fury Cutter,Close Combat,Night Slash,12,9,3,50000
Lickilicky,86.5,463,normal,none,106.3,121.1,164,2111832,23,1498,Rollout,Body Slam,Shadow Ball,3,5,3,50000
Whiscash (Shadow),86.5,340,water,ground,107.6,107.6,178,2060545,27,1490,Mud Shot,Mud Bomb,Scald,5,7,1,10000
Mamoswine (Shadow),86.4,473,ice,ground,136.2,87.4,137,1630185,16.5,1491,Powder Snow,Icicle Spear,High Horsepower,5,8,3,50000
Spinda,86.4,327,normal,none,110.1,110.1,142,1720678,50,1380,Sucker Punch,Rock Tomb,Icy Wind,8,7,3,50000
Marowak (Shadow),86.2,105,ground,none,110.8,145,126,2025310,32,1500,Mud Slap,Bone Club,Rock Slide,4,5,3,50000
Salazzle,85.6,758,poison,fire,146.6,90.9,114,1518532,22,1492,Incinerate,Poison Fang,Dragon Pulse,2,3,3,50000
Whiscash,85.5,340,water,ground,107.6,107.6,178,2060545,27,1490,Mud Shot,Mud Bomb,Scald,5,7,1,10000
Mamoswine,85.3,473,ice,ground,136.2,87.4,137,1630185,16.5,1491,Powder Snow,Icicle Spear,High Horsepower,5,8,3,50000
Dunsparce,85.2,206,normal,none,104.8,111,183,2127733,37.5,1496,Rollout,Drill Run,Rock Slide,4,4,3,50000
Ursaring,85.2,217,normal,none,140.3,89.1,128,1600223,19,1499,Shadow Claw,Swift,Close Combat,5,6,3,50000
Magmortar (Shadow),85.1,467,fire,none,141.4,103.4,108,1578615,17.5,1500,Karate Chop,Fire Punch,Thunderbolt,5,7,5,75000
Pidgeot (Shadow),85,18,normal,flying,117.2,113.8,143,1905836,26,1494,Gust,Brave Bird,Air Cutter,5,3,1,10000
Staraptor,84.9,398,normal,flying,140.4,90.8,124,1581461,19.5,1492,Quick Attack,Fly,Close Combat,6,6,1,10000
Rhyperior (Shadow),84.8,464,ground,rock,126.8,105.5,132,1766090,15,1498,Mud Slap,Breaking Swipe,Rock Wrecker,4,5,3,50000
Marowak,84.7,105,ground,none,110.8,145,126,2025310,32,1500,Mud Slap,Bone Club,Rock Slide,4,5,3,50000
Furfrou,84.6,676,normal,none,116.6,122.9,134,1919933,27,1500,Sucker Punch,Surf,Grass Knot,7,8,5,75000
Hippowdon (Shadow),84.5,450,ground,none,116.2,116.8,141,1912627,18,1494,Sand Attack,Weather Ball (Rock),Scorching Sands,9,13,3,50000
Typhlosion (Shadow),84.5,157,fire,none,132.2,108.3,117,1674892,19,1488,Incinerate,Blast Burn,Thunder Punch,3,2,3,10000
Kecleon,84.4,352,normal,none,115.6,142.2,117,1923248,27.5,1495,Sucker Punch,Aerial Ace,Ice Beam,6,8,5,75000
Zygarde (50% Forme),84.3,718,dragon,ground,114.1,128.3,133,1947950,15.5,1494,Dragon Tail,Crunch,Earthquake,5,8,20,100000
Abomasnow,84.2,460,grass,ice,117.9,111.4,143,1877258,23.5,1491,Powder Snow,Icy Wind,Energy Ball,6,7,3,50000
Bellossom (Shadow),84,182,grass,none,115.7,132.9,126,1937741,24.5,1499,Acid,Leaf Blade,Dazzling Gleam,5,7,3,50000
Bibarel (Shadow),84,400,normal,water,124.2,97.7,149,1807978,30.5,1499,Rollout,Surf,Hyper Fang,4,4,1,10000
Linoone,83.8,264,normal,none,114.6,112.2,152,1953755,39,1497,Shadow Claw,Swift,Grass Knot,5,7,1,10000
Donphan (Shadow),83.7,232,ground,none,125.8,112,126,1776372,18.5,1500,Mud Slap,Trailblaze,Body Slam,5,4,3,50000
Magmar,83.7,126,fire,none,136.6,107.5,112,1645117,23.5,1499,Karate Chop,Fire Punch,Scorching Sands,5,6,5,75000
Castform (Sunny),83.5,351,fire,none,113.4,119.6,146,1979669,38.5,1499,Ember,Weather Ball (Fire),Solar Beam,5,12,5,75000
Bibarel,83.4,400,normal,water,124.2,97.7,149,1807978,30.5,1499,Rollout,Surf,Hyper Fang,4,4,1,10000
Gastrodon,83.3,423,water,ground,114.4,102.5,167,1957876,24.5,1497,Mud Slap,Body Slam,Earth Power,4,6,3,50000
Rhydon (Shadow),83.3,112,ground,rock,126.7,102.4,136,1765046,17,1498,Mud Slap,Breaking Swipe,Stone Edge,4,6,3,50000
Nidoqueen,83.1,31,poison,ground,117.8,116.5,139,1908186,22,1499,Poison Sting,Stone Edge,Poison Fang,7,5,3,50000
Raticate (Alolan),83.1,20,dark,normal,107.5,130.7,148,2078413,37,1496,Quick Attack,Crunch,Return,6,9,1,10000
Bewear,83,760,normal,fighting,130.4,85.6,154,1717970,18,1497,Shadow Claw,Superpower,Stomp,5,5,1,10000
Nidoqueen (Shadow),83,31,poison,ground,117.8,116.5,139,1908186,22,1499,Poison Sting,Stone Edge,Poison Fang,7,5,3,50000
Marshtomp,82.9,259,water,ground,120.3,108.9,142,1860776,35,1498,Mud Shot,Mud Bomb,Surf,5,6,3,10000
Marshtomp (Shadow),82.7,259,water,ground,121.2,109.9,139,1851275,33.5,1499,Mud Shot,Mud Bomb,Surf,5,6,3,10000
Hippowdon,82.6,450,ground,none,116.2,116.8,141,1912627,18,1494,Sand Attack,Weather Ball (Rock),Scorching Sands,9,13,3,50000
Obstagoon (Shadow),82.6,862,dark,normal,112.6,126.7,138,1969669,21,1494,Counter,Cross Chop,Night Slash,6,6,3,10000
Turtonator,82.6,776,fire,dragon,114.2,153,112,1956666,25,1496,Incinerate,Dragon Pulse,Overheat,3,3,5,75000
Tropius,82.5,357,grass,flying,101.4,127.3,170,2195741,29,1494,Air Slash,Leaf Blade,Aerial Ace,4,5,5,75000
Hippopotas,82.2,449,ground,none,115.3,111.1,152,1946522,49,1498,Sand Attack,Rock Tomb,Dig,13,13,3,50000
Golem (Shadow),82.1,76,rock,ground,125.2,121.7,117,1782513,19,1497,Mud Slap,Stone Edge,Rock Blast,6,4,1,10000
Rhyperior,82.1,464,ground,rock,126.8,105.5,132,1766090,15,1498,Mud Slap,Breaking Swipe,Rock Wrecker,4,5,3,50000
Arcanine (Shadow),81.9,59,fire,none,132.7,104,122,1683972,18.5,1497,Fire Fang,Wild Charge,Psychic Fangs,8,6,3,50000
Dubwool,81.9,832,normal,none,111,141.7,128,2013564,26,1499,Double Kick,Body Slam,Payback,3,5,3,10000
Sandslash (Shadow),81.9,28,ground,none,120.5,121.1,126,1837863,23.5,1493,Sand Attack,Rock Tomb,Night Slash,13,9,3,50000
Bellossom,81.8,182,grass,none,115.7,132.9,126,1937741,24.5,1499,Acid,Leaf Blade,Dazzling Gleam,5,7,3,50000
Rufflet,81.8,627,normal,flying,126.3,91.1,153,1759870,46,1492,Wing Attack,Brave Bird,Fly,8,7,5,75000
Typhlosion,81.6,157,fire,none,132.2,108.3,117,1674892,19,1488,Incinerate,Blast Burn,Thunder Punch,3,2,3,10000
Obstagoon,81.4,862,dark,normal,112.6,126.7,138,1969669,21,1494,Counter,Night Slash,Cross Chop,6,6,3,10000
Oranguru,81.3,765,normal,psychic,110.9,131.2,139,2021720,22.5,1499,Confusion,Brutal Swing,Trailblaze,3,4,3,75000
Magmortar,81.2,467,fire,none,141.4,103.4,108,1578615,17.5,1500,Karate Chop,Fire Punch,Thunderbolt,5,7,5,75000
Litleo,81.1,667,fire,normal,121.1,106.1,143,1837354,49,1495,Incinerate,Flame Charge,Crunch,3,3,3,10000
Hippopotas (Shadow),81,449,ground,none,115.3,111.1,152,1946522,49,1498,Sand Attack,Rock Tomb,Dig,13,13,3,50000
Oinkologne (Female),81,916,normal,none,110.9,110.3,166,2029519,22.5,1500,Tackle,Body Slam,Trailblaze,12,15,1,10000
Vigoroth,80.9,288,normal,none,117.7,112.7,144,1909363,28.5,1499,Counter,Body Slam,Rock Slide,6,8,5,75000
Donphan,80.8,232,ground,none,125.8,112,126,1776372,18.5,1500,Mud Slap,Trailblaze,Body Slam,5,4,3,50000
Arcanine,80.7,59,fire,none,132.7,104,122,1683972,18.5,1497,Fire Fang,Wild Charge,Psychic Fangs,8,6,3,50000
Stunfisk,80.7,618,ground,electric,101.8,127.9,169,2200089,26.5,1497,Thunder Shock,Mud Bomb,Discharge,5,5,5,75000
Steelix,80.6,208,steel,ground,98.4,185.2,124,2260578,23.5,1493,Thunder Fang,Psychic Fangs,Breaking Swipe,6,6,5,75000
Vigoroth (Shadow),80.6,288,normal,none,117.7,112.7,144,1909363,28.5,1499,Counter,Body Slam,Rock Slide,6,8,5,75000
Chesnaught,80.5,652,grass,fighting,119.9,124.6,125,1868328,19,1498,Vine Whip,Frenzy Plant,Superpower,6,5,3,10000
Lickitung,80.5,108,normal,none,98.3,126.9,183,2282878,50,1498,Lick,Body Slam,Power Whip,12,17,3,50000
Rhydon,80.5,112,ground,rock,126.7,102.4,136,1765046,17,1498,Mud Slap,Breaking Swipe,Stone Edge,4,6,3,50000
Rapidash,80.4,78,fire,none,134.7,110.9,111,1658326,22,1498,Incinerate,Flame Charge,Wild Charge,3,3,3,50000
Castform,80.3,351,normal,none,113.4,119.6,146,1979669,38.5,1499,Hex,Weather Ball (Rock),Energy Ball,3,5,5,75000
Sandslash,80.3,28,ground,none,120.5,121.1,126,1837863,23.5,1493,Sand Attack,Rock Tomb,Scorching Sands,13,13,3,50000
Ho-Oh,80.2,250,fire,flying,123.6,128.2,114,1806501,14.5,1500,Incinerate,Brave Bird,Earthquake,3,4,20,100000
Lopunny,80.2,428,normal,none,112.1,146.4,121,1985734,27.5,1493,Double Kick,Triple Axel,Focus Blast,4,7,3,50000
Heatran (Shadow),79.8,485,fire,steel,131.8,116,111,1696227,14.5,1497,Fire Spin,Magma Storm,Stone Edge,4,6,20,100000
Incineroar,79.8,727,fire,dark,125.8,106.9,132,1775070,18.5,1498,Snarl,Darkest Lariat,Blast Burn,5,4,3,10000
Wigglytuff,79.8,40,normal,fairy,115.8,75.5,220,1924765,29,1495,Charm,Icy Wind,Swift,8,6,1,10000
Golem,79.7,76,rock,ground,125.2,121.7,117,1782513,19,1497,Mud Slap,Stone Edge,Rock Blast,6,4,1,10000
Noctowl,79.6,164,normal,flying,105.3,120.2,167,2113724,28,1494,Wing Attack,Sky Attack,Night Shade,8,7,1,10000
Stunfisk (Galarian),79.6,618,ground,steel,101.8,127.9,169,2200089,26.5,1497,Mud Shot,Rock Slide,Earthquake,6,9,5,75000
Tauros (Blaze),79.5,128,fighting,fire,127.8,123.1,111,1746363,20,1494,Double Kick,Flame Charge,Trailblaze,5,4,3,50000
Golett (Shadow),79.4,622,ground,ghost,119.3,89.9,141,1512725,50,1344,Mud Slap,Shadow Punch,Brick Break,4,4,5,75000
Magby,79.4,240,fire,none,139.5,95.8,120,1603478,50,1496,Karate Chop,Fire Punch,Brick Break,5,5,5,10000
Miltank,79.2,241,normal,none,105.4,135.5,148,2112476,24,1494,Rollout,Body Slam,Thunderbolt,3,5,5,75000
Greedent,79,820,normal,none,107.5,110.7,175,2083197,23.5,1498,Mud Shot,Body Slam,Trailblaze,5,6,1,10000
Raticate (Alolan) (Shadow),79,20,dark,normal,107.5,130.7,148,2078413,37,1496,Quick Attack,Crunch,Hyper Beam,6,10,1,10000
Venusaur,79,3,grass,poison,122.5,121.9,122,1820851,20,1496,Vine Whip,Frenzy Plant,Sludge Bomb,6,7,3,10000
Munchlax,78.8,446,normal,none,104,95.2,218,2158275,31,1499,Tackle,Body Slam,Bulldoze,12,15,5,10000
Pyroar,78.8,668,fire,normal,135,98,125,1653456,20,1496,Incinerate,Flame Charge,Dark Pulse,3,3,3,10000
Steelix (Shadow),78.7,208,steel,ground,98.4,185.2,124,2260578,23.5,1493,Thunder Fang,Psychic Fangs,Breaking Swipe,6,6,5,75000
Typhlosion (Hisuian),78.7,157,fire,ghost,142.8,103.4,106,1564157,20,1500,Ember,Fire Punch,Wild Charge,6,7,3,10000
Heatran,78.6,485,fire,steel,131.9,116.4,110,1689500,15,1494,Fire Spin,Magma Storm,Stone Edge,4,6,20,100000
Snorlax (Shadow),78.6,143,normal,none,108.4,101.7,187,2061936,17.5,1498,Lick,Body Slam,Superpower,12,14,5,75000
Braixen,78.5,654,fire,none,130.4,106.7,123,1710666,31.5,1497,Ember,Psyshock,Flame Charge,6,8,3,10000
Crocalor,78.5,910,fire,none,119.8,106.3,146,1858803,28.5,1496,Incinerate,Flamethrower,Disarming Voice,3,3,3,10000
Sceptile (Shadow),78.4,254,grass,none,136.9,108.5,110,1633945,19.5,1497,Fury Cutter,Frenzy Plant,Breaking Swipe,12,9,3,10000
Grafaiai,78.3,945,poison,normal,134.9,106.5,115,1651372,24.5,1497,Mud Slap,Poison Fang,Sludge Bomb,4,5,3,50000
Combusken,78.2,256,fire,fighting,131,99.6,131,1710523,39,1497,Ember,Flame Charge,Rock Slide,8,7,3,10000
Roserade,78.2,407,grass,poison,143.1,114.9,95,1561844,18.5,1497,Poison Sting,Weather Ball (Fire),Leaf Storm,4,7,3,50000
Geodude (Shadow),78.1,74,rock,ground,123.5,123.5,113,1724177,50,1462,Rock Throw,Rock Tomb,Rock Slide,10,9,1,10000
Girafarig,78.1,203,normal,psychic,129.1,102.7,129,1711052,27,1486,Confusion,Psychic Fangs,Trailblaze,3,4,3,50000
Moltres (Shadow),77.9,146,fire,flying,137.3,103.1,115,1627313,15.5,1499,Fire Spin,Sky Attack,Ancient Power,6,5,20,100000
Ceruledge,77.8,937,fire,ghost,136.9,114,105,1638875,17.5,1498,Incinerate,Shadow Ball,Flame Charge,3,3,5,50000
Sceptile,77.8,254,grass,none,136.9,108.5,110,1633945,19.5,1497,Fury Cutter,Frenzy Plant,Breaking Swipe,12,9,3,10000
Venusaur (Shadow),77.8,3,grass,poison,122.5,121.9,122,1820851,20,1496,Vine Whip,Frenzy Plant,Sludge Bomb,6,7,3,10000
Growlithe (Hisuian),77.7,58,fire,rock,131.9,89.9,142,1684382,50,1495,Ember,Rock Slide,Flamethrower,7,8,3,50000
Serperior,77.6,497,grass,none,110.2,143.6,128,2025814,25,1499,Vine Whip,Frenzy Plant,Aerial Ace,6,5,3,10000
Serperior (Shadow),77.6,497,grass,none,110.2,143.6,128,2025814,25,1499,Vine Whip,Frenzy Plant,Aerial Ace,6,5,3,10000
Dugtrio (Shadow),77.5,51,ground,none,136.4,120.5,99,1627049,41.5,1495,Mud Slap,Mud Bomb,Stone Edge,4,6,3,50000
Parasect,77.5,47,bug,grass,124.2,118.3,122,1792012,30.5,1495,Fury Cutter,X-Scissor,Cross Poison,10,9,3,50000
Centiskorch,77.4,851,fire,bug,129.3,98.3,136,1727437,18.5,1495,Ember,Lunge,Crunch,7,7,5,75000
Ho-Oh (Shadow),77.4,250,fire,flying,124,128.5,113,1799523,14,1499,Incinerate,Brave Bird,Earthquake,3,4,20,100000
Girafarig (Shadow),77.3,203,normal,psychic,129.1,102.7,129,1711052,27,1486,Confusion,Psychic Fangs,Trailblaze,3,4,3,50000
Whimsicott,77.3,547,grass,fairy,118.4,133.1,119,1875239,27.5,1490,Fairy Wind,Seed Bomb,Moonblast,5,7,1,10000
Gogoat,77,673,grass,none,119.2,95,165,1867240,19.5,1492,Vine Whip,Leaf Blade,Brick Break,5,5,3,50000
Chandelure (Shadow),76.9,609,ghost,fire,151.4,106.9,91,1472749,16.5,1498,Incinerate,Flame Charge,Shadow Ball,3,3,5,75000
Gourgeist (Super),76.9,711,ghost,grass,115.8,128.8,130,1939976,21.5,1499,Hex,Seed Bomb,Shadow Ball,4,5,5,75000
Growlithe (Shadow),76.9,58,fire,none,126.9,90.8,135,1554545,50,1405,Ember,Body Slam,Flamethrower,5,8,3,50000
Meganium,76.7,154,grass,none,111.5,138.4,130,2005358,23,1499,Vine Whip,Frenzy Plant,Earthquake,6,9,3,10000
Pignite,76.7,499,fire,fighting,128.4,84.2,161,1740293,29.5,1495,Ember,Rock Tomb,Flame Charge,8,8,3,10000
Rhyhorn (Shadow),76.6,111,ground,rock,113.4,110.2,158,1974352,38.5,1499,Mud Slap,Bulldoze,Stomp,5,4,3,50000
Charmeleon (Shadow),76.4,5,fire,none,127.1,109.1,127,1760642,39,1496,Ember,Fire Punch,Flamethrower,6,8,3,10000
Drilbur (Shadow),76.4,529,ground,none,139.5,81.9,141,1610077,49,1499,Mud Slap,Drill Run,Rock Tomb,5,5,3,50000
Pumpkaboo (Super),76.4,710,ghost,grass,111.8,113.4,141,1787612,50,1414,Astonish,Grass Knot,Foul Play,5,4,5,75000
Blaziken (Shadow),76.3,257,fire,fighting,144.4,90.8,118,1547820,19,1496,Counter,Blaze Kick,Stone Edge,7,10,3,10000
Oricorio (Baile),76.3,741,fire,flying,130.9,101.4,128,1699439,24,1492,Air Slash,Air Cutter,Aerial Ace,4,5,3,75000
Moltres,76.2,146,fire,flying,136.3,102.6,117,1635633,16,1493,Fire Spin,Sky Attack,Ancient Power,6,5,20,100000
Shiftry (Shadow),76.2,275,grass,dark,134.2,87.7,142,1670632,24,1497,Snarl,Leaf Blade,Foul Play,3,4,3,50000
Victini,76.2,494,psychic,fire,120.5,119.4,129,1855163,16.5,1498,Quick Attack,V-Create,Psychic,5,7,20,100000
Dugtrio (Alolan),76.1,51,ground,steel,148.9,111.5,90,1494460,29,1497,Mud Slap,Mud Bomb,Iron Head,4,5,3,50000
Oinkologne,76.1,916,normal,none,118.1,102.8,156,1895471,21,1499,Tackle,Body Slam,Trailblaze,12,15,1,10000
Torkoal,76,324,fire,none,107.6,151.3,127,2067715,27,1491,Ember,Overheat,Earthquake,8,10,3,50000
Amoonguss (Shadow),75.9,591,grass,poison,110.4,102,181,2038411,27,1500,Astonish,Grass Knot,Foul Play,5,4,3,50000
Combusken (Shadow),75.9,256,fire,fighting,131,99.6,131,1710523,39,1497,Ember,Flame Charge,Rock Slide,8,7,3,10000
Darmanitan (Standard),75.9,555,fire,none,151.3,71.4,137,1480445,18,1497,Incinerate,Overheat,Rock Slide,3,3,3,50000
Gourgeist (Large),75.9,711,ghost,grass,116.6,136.9,121,1930877,22.5,1500,Hex,Seed Bomb,Shadow Ball,4,5,5,75000
Gourgeist (Average),75.7,711,ghost,grass,116.6,147,112,1919131,23.5,1500,Hex,Seed Bomb,Shadow Ball,4,5,5,75000
Servine,75.7,496,grass,none,107.2,137.4,142,2092314,49.5,1500,Vine Whip,Grass Knot,Wrap,7,6,3,10000
Swellow (Shadow),75.7,277,normal,flying,136.7,98.6,121,1630044,29,1496,Wing Attack,Brave Bird,Aerial Ace,8,6,1,10000
Trevenant,75.7,709,ghost,grass,127.8,104.6,131,1752077,22,1499,Shadow Claw,Seed Bomb,Shadow Ball,6,7,5,75000
Drilbur,75.4,529,ground,none,139.5,81.9,141,1610077,49,1499,Mud Slap,Drill Run,Rock Tomb,5,5,3,50000
Golett,75.4,622,ground,ghost,119.3,89.9,141,1512725,50,1344,Mud Slap,Shadow Punch,Brick Break,4,4,5,75000
Gourgeist (Small),75.4,711,ghost,grass,117,153.4,106,1903085,24.5,1495,Hex,Seed Bomb,Shadow Ball,4,5,5,75000
Decidueye,75.3,724,grass,ghost,127.8,115.3,118,1739336,20,1492,Astonish,Frenzy Plant,Spirit Shackle,5,4,3,10000
Dugtrio,75.3,51,ground,none,136.4,120.5,99,1627049,41.5,1495,Mud Slap,Mud Bomb,Stone Edge,4,6,3,50000
Geodude,75.3,74,rock,ground,123.5,123.5,113,1724177,50,1462,Rock Throw,Rock Tomb,Rock Slide,10,9,1,10000
Darmanitan (Standard) (Shadow),75.2,555,fire,none,151.3,71.4,137,1480445,18,1497,Incinerate,Overheat,Rock Slide,3,3,3,50000
Shiftry,75.1,275,grass,dark,134.2,87.7,142,1670632,24,1497,Snarl,Leaf Blade,Foul Play,3,4,3,50000
Cacturne,75,332,grass,dark,148.9,83.5,121,1505536,23.5,1498,Sucker Punch,Trailblaze,Dynamic Punch,7,7,3,50000
Emboar,75,500,fire,fighting,137.9,79.9,147,1618930,18.5,1494,Ember,Blast Burn,Rock Slide,8,7,3,10000
Houndoom (Shadow),75,229,dark,fire,140.8,94.9,119,1589764,21,1498,Fire Fang,Foul Play,Flamethrower,7,10,3,50000
Dartrix,74.9,723,grass,flying,112.3,116.8,152,1993822,34.5,1498,Leafage,Brave Bird,Seed Bomb,8,7,3,10000
Amoonguss,74.8,591,grass,poison,110.4,102,181,2038411,27,1500,Astonish,Grass Knot,Foul Play,5,4,3,50000
Dugtrio (Alolan) (Shadow),74.8,51,ground,steel,148.9,111.5,90,1494460,29,1497,Mud Slap,Mud Bomb,Iron Head,4,5,3,50000
Kangaskhan,74.8,115,normal,none,115.9,112.8,148,1934823,22,1500,Mud Slap,Stomp,Crunch,4,5,3,50000
Aipom (Shadow),74.7,190,normal,none,126.1,105.2,134,1778842,49,1500,Astonish,Swift,Aerial Ace,4,4,3,50000
Vibrava (Shadow),74.7,329,ground,dragon,125.2,95.8,127,1523223,50,1384,Dragon Breath,Sand Tomb,Bug Buzz,14,20,5,75000
