Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Mismagius,70.9,429,ghost,none,133.8,120.8,104,1680621,21.5,1499,Hex,Shadow Ball,Dark Pulse,5,4,3,50000
Slowbro,70.6,80,water,psychic,113.4,120.9,143,1961133,22,1493,Water Gun,Surf,Ice Beam,15,19,3,50000
Liepard,69.4,510,dark,none,140.9,89.3,126,1585005,31,1499,Snarl,Dark Pulse,Payback,4,5,1,10000
Meowscarada,69.4,908,grass,dark,141.6,95,118,1586931,20,1500,Leafage,Night Slash,Grass Knot,5,8,3,10000
Smoochum,69.4,238,ice,psychic,141.2,89.1,120,1508916,50,1460,Powder Snow,Psyshock,Ice Punch,5,5,5,10000
Dustox,69.2,269,bug,poison,95,148.7,142,2005436,50,1384,Confusion,Silver Wind,Sludge Bomb,4,5,1,10000
Nuzleaf,68.9,274,grass,dark,125.2,78.1,157,1536164,50,1387,Feint Attack,Leaf Blade,Foul Play,6,7,3,50000
Aggron,68.7,306,steel,rock,116.1,154,107,1912293,18.5,1492,Smack Down,Meteor Beam,Thunder,8,8,1,10000
Arbok,68.6,24,poison,none,123.7,120.1,121,1798747,29,1495,Dragon Tail,Dark Pulse,Return,6,8,3,50000
Scolipede,68.6,545,bug,poison,132.6,121.1,105,1686037,23,1495,Poison Jab,X-Scissor,Sludge Bomb,6,8,1,10000
Meowstic (Male),68.5,678,psychic,none,117.6,124.5,130,1902817,26.5,1499,Sucker Punch,Thunderbolt,Psychic,8,8,3,50000
Whirlipede,68,544,bug,poison,96.6,158,113,1725055,50,1293,Bug Bite,Signal Beam,Sludge Bomb,19,17,1,10000
Lunatone,67.9,337,rock,psychic,119.8,108.8,143,1863825,23.5,1494,Psywave,Rock Slide,Moonblast,12,15,3,50000
Absol,67.8,359,dark,none,157.9,82.7,109,1423430,22,1499,Snarl,Dark Pulse,Megahorn,4,5,5,75000
Polteageist,67.5,855,ghost,none,144.5,114.5,94,1555283,18,1499,Hex,Shadow Ball,Dark Pulse,5,4,3,50000
Slowbro (Galarian),67.3,80,poison,psychic,119.1,108.4,145,1871629,22.5,1493,Poison Jab,Surf,Brutal Swing,7,5,3,50000
Solrock,66.9,338,rock,psychic,119.8,108.8,143,1863825,23.5,1494,Psywave,Rock Slide,Psychic,12,14,3,50000
Banette,65.9,354,ghost,none,146.8,89.3,117,1533076,24.5,1500,Shadow Claw,Shadow Ball,Thunder,7,8,3,50000
Seviper,65.5,336,poison,none,138.8,89.5,130,1616076,27,1500,Poison Jab,Crunch,Poison Fang,7,6,3,50000
Victreebel,65,71,grass,poison,135.8,94.8,128,1648364,23,1500,Magical Leaf,Leaf Blade,Acid Spray,4,5,3,50000
Sharpedo,64.7,319,water,dark,166.6,64.8,124,1338010,25.5,1493,Waterfall,Crunch,Hydro Pump,6,10,3,50000
Darkrai,64.3,491,dark,none,26.8,18.6,16,7978,1,46,Snarl,Dark Pulse,Shadow Ball,4,5,20,100000
Gardevoir,63.8,282,psychic,fairy,137.2,114.5,104,1633015,18,1498,Charm,Triple Axel,Shadow Ball,8,10,5,75000
Ivysaur,63.6,2,grass,poison,118.6,121.7,130,1876886,36.5,1493,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Wyrdeer,62.6,899,normal,psychic,127,96.8,143,1757652,20.5,1495,Confusion,Wild Charge,Megahorn,4,5,5,75000
Poipole,61.7,803,poison,none,119.7,113.6,137,1862719,36,1495,Poison Jab,Sludge Bomb,Fell Stinger,8,5,20,100000
Garbodor,60.8,569,poison,none,121.7,114.6,132,1842015,23.5,1498,Infestation,Body Slam,Seed Bomb,3,4,3,50000
Espeon,60.5,196,psychic,none,147.6,104.1,98,1505910,17,1491,Confusion,Psychic Fangs,Shadow Ball,3,5,5,75000
Slowpoke (Galarian),60.4,79,psychic,none,104.2,95,186,1840271,50,1386,Confusion,Psyshock,Surf,4,4,3,50000
Koffing,60.3,109,poison,none,112.6,131.1,113,1667925,50,1373,Infestation,Sludge,Dark Pulse,4,5,3,50000
Mr. Mime,60.3,122,psychic,fairy,132.2,145.7,88,1695360,25.5,1500,Psywave,Shadow Ball,Psychic,14,14,5,75000
Gloom,59.6,44,grass,poison,122.6,114.9,130,1830873,37.5,1500,Razor Leaf,Sludge Bomb,Moonblast,13,15,3,50000
Vileplume,59.5,45,grass,poison,129.1,110.9,121,1732053,22,1498,Razor Leaf,Sludge Bomb,Petal Blizzard,13,17,3,50000
Skorupi,59,451,poison,bug,90.8,139.5,113,1430471,50,1141,Poison Sting,Aqua Tail,Cross Poison,4,4,5,75000
Gothitelle,58.7,576,psychic,none,116.6,137.3,120,1920338,23.5,1498,Confusion,Rock Slide,Future Sight,4,6,3,50000
Azelf,58.3,482,psychic,none,152.6,91.4,105,1464716,17,1500,Confusion,Swift,Fire Blast,3,7,20,100000
Beheeyem,57.9,606,psychic,none,134.4,105.7,116,1648710,20,1491,Astonish,Dark Pulse,Rock Slide,5,5,3,50000
Metagross,57.7,376,steel,psychic,132.8,123.6,102,1674069,14.5,1496,Bullet Punch,Meteor Mash,Earthquake,8,10,5,75000
Tentacool,57.2,72,water,poison,94.1,137.8,113,1465578,50,1176,Poison Sting,Water Pulse,Wrap,7,5,3,50000
Espurr,57,677,psychic,none,113.4,108.4,145,1783036,50,1424,Confusion,Psyshock,Energy Ball,4,5,3,50000
Kartana,57,798,grass,steel,170.7,98.8,78,1316087,15,1500,Razor Leaf,Leaf Blade,Night Slash,9,9,20,100000
Musharna,57,518,psychic,none,113.7,108.9,159,1968272,20.5,1499,Charge Beam,Psyshock,Dazzling Gleam,4,5,3,50000
Hoopa,56.8,720,psychic,ghost,144.8,106.3,99,1524461,16,1488,Astonish,Shadow Ball,Psychic,6,6,20,100000
Mesprit,56.3,481,psychic,none,124.1,125.8,116,1811528,18,1500,Confusion,Swift,Future Sight,3,6,20,100000
Elgyem,56.2,605,psychic,none,134,94.7,132,1675163,49.5,1500,Astonish,Dark Pulse,Psychic,5,6,3,50000
Varoom,55.9,965,steel,poison,116,102.5,120,1426556,50,1287,Lick,Gyro Ball,Gunk Shot,20,25,3,50000
Gothorita,55.8,575,psychic,none,112.5,130.8,135,1986960,41.5,1498,Confusion,Future Sight,Psychic,6,5,3,50000
Meowstic (Female),55.8,678,psychic,none,117.6,124.5,130,1902817,26.5,1499,Confusion,Shadow Ball,Psychic,5,5,3,50000
Mr. Rime,55.1,866,ice,psychic,129,114.1,118,1737399,20,1499,Confusion,Icy Wind,Psychic,4,5,5,75000
Mr. Mime (Galarian),54.8,122,ice,psychic,131.2,127.7,102,1709143,27,1497,Confusion,Ice Punch,Triple Axel,4,4,5,75000
Celebi,54.3,251,psychic,grass,120.5,119.4,129,1855163,16.5,1498,Confusion,Seed Bomb,Psychic,4,5,20,100000
Meltan,54.2,808,steel,none,111.8,95.8,121,1295420,50,1207,Thunder Shock,Thunderbolt,Flash Cannon,7,8,20,100000
Weepinbell,54,70,grass,poison,137.8,84.3,139,1614019,39.5,1493,Bullet Seed,Power Whip,Seed Bomb,4,4,3,50000
Oddish,53.8,43,grass,poison,122.7,106.7,120,1571110,50,1389,Razor Leaf,Seed Bomb,Sludge Bomb,12,13,3,50000
Duosion,53.6,578,psychic,none,149.2,82.7,121,1492507,27.5,1493,Hidden Power (Ground),Psyshock,Night Shade,5,6,3,50000
Bulbasaur,53.1,1,grass,poison,111.8,105.9,120,1419947,50,1260,Vine Whip,Power Whip,Seed Bomb,7,6,3,10000
Solosis,52.8,577,psychic,none,152.9,79.8,120,1465025,50,1497,Hidden Power (Fire),Psyshock,Night Shade,5,6,3,50000
Drowzee,51.9,96,psychic,none,87.4,126.9,142,1574590,50,1176,Confusion,Psyshock,Return,4,6,3,50000
Ponyta (Galarian),51.7,77,psychic,none,134.8,109.4,113,1666179,36.5,1500,Psycho Cut,Swift,Play Rough,4,7,3,50000
Hattrem,51.3,857,psychic,none,123.2,115.3,127,1804506,39,1496,Confusion,Dazzling Gleam,Psychic,5,5,5,50000
Roselia,50.9,315,grass,poison,139.6,107.3,107,1602355,30.5,1497,Poison Jab,Sludge Bomb,Dazzling Gleam,8,8,3,50000
Jynx,49.3,124,ice,psychic,142.2,101.5,109,1573630,22,1496,Confusion,Avalanche,Psyshock,4,4,5,75000
Ferroseed,49,597,grass,steel,81.5,142.9,119,1385595,50,1064,Metal Claw,Iron Head,Return,8,10,3,75000
Reuniclus,48.8,579,psychic,none,127.6,93.7,147,1756073,18.5,1500,Hidden Power (Fighting),Psyshock,Shadow Ball,5,7,3,50000
Exeggcute,48.4,102,grass,psychic,102.5,117.6,142,1712557,50,1328,Confusion,Seed Bomb,Ancient Power,4,4,3,50000
Deoxys (Speed),47.5,386,psychic,none,140.8,131.6,86,1592886,18.5,1499,Charge Beam,Psycho Boost,Swift,4,4,20,100000
Hatterene,46.6,858,psychic,fairy,144,116.5,93,1559786,20,1500,Psycho Cut,Dazzling Gleam,Power Whip,7,6,5,50000
Exeggutor,46.5,103,grass,psychic,136.7,93.7,128,1639303,18.5,1497,Bullet Seed,Seed Bomb,Psychic,4,5,3,50000
Munna,45.2,517,psychic,none,105.9,89.9,166,1580270,50,1294,Charge Beam,Psyshock,Dazzling Gleam,4,5,3,50000
Unown,44.5,201,psychic,none,126.9,89.1,125,1412738,50,1339,Hidden Power (Fire),Struggle,,13,0,5,75000
Kadabra,42,64,psychic,none,163.7,90.1,92,1356485,26.5,1496,Psycho Cut,Shadow Ball,Dazzling Gleam,7,7,3,50000
Spoink,36.9,325,psychic,none,117.6,115.1,140,1896031,50,1495,Zen Headbutt,Shadow Ball,Return,10,12,1,10000
